Numer                                       wpisu;Imiê i nazwisko lub nazwa inwestora;Data wpisu;Adres;Rodzaj;opis;typ;Data wniosku;Nr               wniosku;Nr               decyzji;Data decyzji;Rok wniosku;Miesi¹c wniosku;data;Czas rozpatrzenia
1062;;;£ukowska  61 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-02-24;5651/15;2099/15;2015-05-06;2015;2;2015-02-01;52
1070;;;Przejazdowa  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-03-26;9614/15;2108/15;2015-05-06;2015;3;2015-03-01;30
1078;;;£ukowska  40 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-03-13;7982/15;2120/15;2015-05-06;2015;3;2015-03-01;39
1086;;;Beskidzka  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-02-16;4728/15;2135/15;2015-05-07;2015;2;2015-02-01;59
1095;;;Maœlicka  ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych;nowe;2015-03-02;6427/15;2147/15;2015-05-07;2015;3;2015-03-01;49
1123;;;O³taszyñska 2 ;bud.mieszkalne jednorodzinne;budowa budynku us³ugowo-mieszkalnego;nowe;2015-04-23;12782/15;2196/15;2015-05-08;2015;4;2015-04-01;12
1132;;;Byczyñska 7 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-02-27;6202/15;2205/15;2015-05-08;2015;2;2015-02-01;51
1135;;;Ziemniaczana 16C ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego;nowe;2015-02-10;3945/15;2208/15;2015-05-11;2015;2;2015-02-01;65
1138;;;K³okoczycka  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-02-05;3518/15;2218/15;2015-05-11;2015;2;2015-02-01;68
1148;;;Krzeszowska  29 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie szeregowej;nowe;2015-03-25;9452/15;2245/15;2015-05-13;2015;3;2015-03-01;36
1163;;;Przystankowa 1 ;bud.o trzech i wiêcej mieszkaniach;budowa budynków wielorodzinnych;nowe;2015-02-24;5584/15;2281/15;2015-05-14;2015;2;2015-02-01;58
1165;;;Wierzyñskiego Kazimierza  ;bud.mieszkalne jednorodzinne;budowa zespo³u budynków mieszkalnych;nowe;2014-07-16;23028/14;2284/15;2015-05-14;2014;7;2014-07-01;217
1179;;;Koœcielna  ;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego;nowe;2015-02-13;4505/15;2313/15;2015-05-15;2015;2;2015-02-01;66
1235;;;  ;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego dwurodzinnego;nowe;2015-05-14;15343/15;2434/15;2015-05-21;2015;5;2015-05-01;6
1236;;;W¹sowicza Józefa 7 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego;nowe;2015-02-05;3508/15;2435/15;2015-05-21;2015;2;2015-02-01;76
1239;;;  ;bud.o dwóch mieszkaniach;budowa budynku jednorodzinnego;nowe;2015-05-14;15345/15;2438/15;2015-05-21;2015;5;2015-05-01;6
1242;;;  ;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego dwurodzinnego w zabudowie wolno stoj¹cej;nowe;2015-05-14;15342/15;2443/15;2015-05-21;2015;5;2015-05-01;6
1245;;;Jahna Alfreda  23 ;bud.o dwóch mieszkaniach;budowa jednorodzinnego budynku mieszkalnego wolno stojacego;nowe;2015-04-09;11071/15;2446/15;2015-05-21;2015;4;2015-04-01;31
1247;;;Ga³owska  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego;nowe;2015-03-20;8858/15;2449/15;2015-05-21;2015;3;2015-03-01;45
1257;;;Starodworska  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-03-26;9665/15;2473/15;2015-05-22;2015;3;2015-03-01;42
1271;;;W¹sowicza Józefa  28 ;bud.o dwóch mieszkaniach;budowa budynku jednorodzinnego;nowe;2015-05-08;14788/15;2494/15;2015-05-22;2015;5;2015-05-01;11
1272;;;Brzostowska  ;bud.mieszkalne jednorodzinne;budowa zespolu zabudowy jednorodzinnej/4 budynków mieszkalnych wolno stoj¹cych/;nowe;2015-03-05;6972/15;2495/15;2015-05-22;2015;3;2015-03-01;57
1288;;;Mys³akowicka  20 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie bli¿niaczej;nowe;2015-04-08;10986/15;2532/15;2015-05-26;2015;4;2015-04-01;35
1292;;;Strachowskiego Bart³omieja 3 ;bud.mieszkalne jednorodzinne;budowa piêciu budynków mieszkalnych jednorodzinnych w zabudowie szeregowej wraz z budynkiem us³ugowym;nowe;2015-03-27;9870/15;2538/15;2015-05-26;2015;3;2015-03-01;43
1294;;;Korzeñska  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-03-17;8516/15;2543/15;2015-05-26;2015;3;2015-03-01;51
1296;;;K³opockiej Janiny  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie wolno stoj¹cej;nowe;2015-05-13;15220/15;2547/15;2015-05-26;2015;5;2015-05-01;10
1299;;;Buforowa  ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u trzech budynków mieszkalnych wielorodzinnych;nowe;2015-03-09;7354/15;2550/15;2015-05-26;2015;3;2015-03-01;57
1300;;;K³opockiej Janiny  ;bud.mieszkalne jednorodzinne;budowa budynku mieszalnego jednorodzinnego;nowe;2015-05-13;15222/15;2551/15;2015-05-26;2015;5;2015-05-01;10
1303;;;K³opockiej Janiny  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-05-13;15221/15;2557/15;2015-05-26;2015;5;2015-05-01;10
1304;;;Mi³oszycka  69 ;bud.o dwóch mieszkaniach;budowa zespo³u budynków jednorodzinnych mieszkalnych w zabudowie bli¿niaczej z 28 lokalami mieszkalnymi;nowe;2015-02-27;6247/15;2559/15;2015-05-27;2015;2;2015-02-01;64
1307;;;  ;bud.o dwóch mieszkaniach;budowa budynku jednorodzinnego;nowe;2015-05-14;15344/15;2568/15;2015-05-27;2015;5;2015-05-01;10
1308;;;Tatarska 9 ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków wielorodzinnych;nowe;2015-02-13;4559/15;2570/15;2015-05-27;2015;2;2015-02-01;74
1312;;;Iracka 9 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-04-02;10427/15;2578/15;2015-05-27;2015;4;2015-04-01;40
1318;;;Maleczyñskich Ewy I Karola 129 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie szeregowej;nowe;2015-04-30;13857/15;2589/15;2015-05-28;2015;4;2015-04-01;21
1319;;;  ;bud.o trzech i wiêcej mieszkaniach;"budowa budynku mieszkalnego wielorodzinnego ""nowe ¿erniki """;nowe;2015-04-28;13488/15;2591/15;2015-05-28;2015;4;2015-04-01;23
1324;;;W¹sowicza Józefa  24 ;bud.o dwóch mieszkaniach;budowa jednorodzinnego budynku mieszkalnego;nowe;2015-05-20;16100/15;2598/15;2015-05-29;2015;5;2015-05-01;8
1331;;;Krêpicka  22 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-04-15;11804/15;2608/15;2015-05-29;2015;4;2015-04-01;33
1369;;;£ososiowicka;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego;nowe;2015-04-03;10678/15;2678/15;2015-06-02;2015;4;2015-04-01;43
1379;;;Bia³oszewskiego Mirona;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-04-01;10373/15;2703/15;2015-06-03;2015;4;2015-04-01;46
1390;;;Koniecpolskiego Stanis³awa;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-04-29;13646/15;2719/15;2015-06-03;2015;4;2015-04-01;26
1392;;;Koniecpolskiego Stanis³awa;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-04-29;13645/15;2721/15;2015-06-03;2015;4;2015-04-01;26
1418;;;Agrestowa;bud.o dwóch mieszkaniach;budowa zespo³u 65 budynków jednorodzinnych dwulokalowych w zabudowie szeregowej;nowe;2015-03-31;10262/15;2766/15;2015-06-05;2015;3;2015-03-01;49
1431;;;Brzostowska;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-04-21;12452/15;2789/15;2015-06-09;2015;4;2015-04-01;36
1436;;;Gromadzka;bud.mieszkalne jednorodzinne;budowa zespo³u trzech budynków mieszkalnych jednorodzinnych;nowe;2014-07-29;24397/14;2797/15;2015-06-09;2014;7;2014-07-01;226
1437;;;Suskiego Mariana 11 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-04-23;12833/15;2803/15;2015-06-09;2015;4;2015-04-01;34
1476;;;D¹browskiego Jana Henryka Gen. 40 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalno-us³ugowego z gara¿em podziemnym wraz z robiórk¹ istniej¹cej zabudowy pawilonowej;nowe;2015-03-16;8321/15;2880/15;2015-06-12;2015;3;2015-03-01;65
1477;;;Odolanowska 47 ;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego z poddaszem nieuzytkowym;nowe;2015-04-10;11283/15;2881/15;2015-06-12;2015;4;2015-04-01;46
1485;;;Steinhausa Hugona 4 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-04-28;13474/15;2898/15;2015-06-12;2015;4;2015-04-01;34
1494;;;Kamieñskiego Henryka Micha³a 275 ;bud.o trzech i wiêcej mieszkaniach;budowa 2 budynków wielorodzinnych;nowe;2015-05-07;14582/15;2921/15;2015-06-15;2015;5;2015-05-01;28
1495;;;Pucka 2A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-04-23;12931/15;2922/15;2015-06-15;2015;4;2015-04-01;38
1499;;;Sarnia;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego dwulokalowego;nowe;2015-04-15;11806/15;2930/15;2015-06-15;2015;4;2015-04-01;44
1501;;;Storczykowa 59 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-05-26;16844/15;2932/15;2015-06-15;2015;5;2015-05-01;15
1552;;;Marszowicka 68 ;bud.mieszkalne jednorodzinne;budowa wolno stoj¹cego budynku jednorodzinnego;nowe;2015-05-28;17363/15;3024/15;2015-06-18;2015;5;2015-05-01;16
1555;;;;bud.o trzech i wiêcej mieszkaniach;"budowa-budynki mieszkalne wielorodzinne z us³ugami ""nowe ¿erniki""";nowe;2015-05-15;15661/15;3039/15;2015-06-19;2015;5;2015-05-01;26
1556;;;Potokowa 54 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego;nowe;2015-04-17;12074/15;3040/15;2015-06-19;2015;4;2015-04-01;46
1557;;;Kasztanowa Aleja 17 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-03-30;9940/15;3045/15;2015-06-19;2015;3;2015-03-01;60
1564;;;Chodkiewicza Jana Karola;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2015-04-17;12048/15;3057/15;2015-06-19;2015;4;2015-04-01;46
1566;;;;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-04-17;12139/15;3060/15;2015-06-19;2015;4;2015-04-01;46
1567;;;Rumiankowa;bud.o dwóch mieszkaniach;budowa trzech budynków mieszkalnych;nowe;2015-03-13;8086/15;3061/15;2015-06-19;2015;3;2015-03-01;71
1586;;;Haisiga Mariana 15 ;bud.o dwóch mieszkaniach;budowa jednorodzinnego budynku mieszkalnego wolno stoj¹cego o dwóch lokalach mieszkalnych;nowe;2015-05-26;16965/15;3098/15;2015-06-22;2015;5;2015-05-01;20
1601;;;Bengalska;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego dwulokalowego;nowe;2015-03-30;9986/15;3121/15;2015-06-23;2015;3;2015-03-01;62
1604;;;Krzeszowska 16A ;bud.mieszkalne jednorodzinne;budowa zjazdu z drogi publicznej;nowe;2015-04-14;11661/15;3125/15;2015-06-23;2015;4;2015-04-01;51
1629;;;;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2015-04-07;10810/15;3184/15;2015-06-25;2015;4;2015-04-01;58
1631;;;Maœlicka 166 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego;nowe;2014-06-30;20743/14;3186/15;2015-06-26;2014;6;2014-06-01;260
1635;;;U³añska 26 ;bud.mieszkalne jednorodzinne;budowa trzech budynków  jednorodzinnych w zabudowie szeregowej;nowe;2015-04-30;13907/15;3197/15;2015-06-26;2015;4;2015-04-01;42
1639;;;Grodzieñska 6 ;bud.mieszkalne jednorodzinne; budowa budynku mieszkalnego jednorodzinnego;nowe;2015-04-29;13535/15;3202/15;2015-06-26;2015;4;2015-04-01;43
1640;;;W¹sowicza Józefa 22 ;bud.o dwóch mieszkaniach;budowa jednorodzinnego budynku mieszkalnego;nowe;2015-06-15;19409/15;3203/15;2015-06-26;2015;6;2015-06-01;10
1644;;;Gerberowa 8 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego z gara¿em podziemnym;nowe;2015-01-27;2389/15;3208/15;2015-06-26;2015;1;2015-01-01;109
1646;;;Kowieñska;bud.mieszkalne jednorodzinne;budowa zespo³u budynków mieszkalnych jednorodzinnych w zabudowie szeregowej;nowe;2015-05-29;17537/15;3211/15;2015-06-26;2015;5;2015-05-01;21
1657;;;Nadolicka 19 ;bud.mieszkalne jednorodzinne; budynek mieszkalny jednorodzinny;nowe;2015-05-26;17014/15;3227/15;2015-06-26;2015;5;2015-05-01;24
1659;;;Gruszowa;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-05-04;13964/15;3229/15;2015-06-29;2015;5;2015-05-01;41
1664;;;Krzeszowska 16A ;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2015-05-08;14803/15;3237/15;2015-06-29;2015;5;2015-05-01;37
1678;;;Bia³oszewskiego Mirona;bud.mieszkalne jednorodzinne;budowa  domu jednorodzinnego;nowe;2015-04-23;12933/15;3264/15;2015-06-30;2015;4;2015-04-01;49
1688;;;Bia³oszewskiego Mirona  ;bud.mieszkalne jednorodzinne;budowa domu mieszkalnego  jednorodzinnego;nowe;2015-02-19;5185/15;3284/15;2015-07-01;2015;2;2015-02-01;95
1691;;;Jaspisowa  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-04-20;12449/15;3289/15;2015-07-01;2015;4;2015-04-01;53
1707;;;Porajowska  ;bud.o dwóch mieszkaniach;budowa zespo³u budynków jednorodzinnych;nowe;2015-04-30;13900/15;3318/15;2015-07-02;2015;4;2015-04-01;46
1720;;;£ukowska  11 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-04-16;11986/15;3343/15;2015-07-03;2015;4;2015-04-01;57
1733;;;Brylantowa 7 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stojacego;nowe;2015-05-08;14716/15;3372/15;2015-07-06;2015;5;2015-05-01;42
1736;;;Haisiga Mariana  13 ;bud.o dwóch mieszkaniach;budowa domu jednorodzinnego;nowe;2015-06-23;20303/15;3380/15;2015-07-07;2015;6;2015-06-01;11
1740;;;Krzeszowska 18A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie bliŸniaczej;nowe;2015-05-08;14802/15;3384/15;2015-07-07;2015;5;2015-05-01;43
1741;;;Steinhausa Hugona 8 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-05-06;14367/15;3385/15;2015-07-07;2015;5;2015-05-01;45
1745;;;Kielecka  2A ;bud.o dwóch mieszkaniach;budowa dwóch budynków mieszkalnych;nowe;2015-03-18;8680/15;3390/15;2015-07-07;2015;3;2015-03-01;80
1751;;;Stra¿acka  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-04-30;13894/15;3406/15;2015-07-07;2015;4;2015-04-01;49
1758;;;Brata Alberta 7 ;bud.mieszkalne jednorodzinne;budynek mieszkalny, jednorodzinny wraz z przebudow¹ zjazdu;nowe;2015-04-29;13649/15;3417/15;2015-07-08;2015;4;2015-04-01;51
1793;;;Suwalska  ;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego wraz z przy³¹czem wodnym i kanalizacji sanitarnej oraz instalacjami zewnêtrznymi:gazowymi, wodnymi, kan.sanitarnej,deszczowejl;nowe;2015-04-29;13685/15;3484/15;2015-07-09;2015;4;2015-04-01;52
1794;;;Stanis³awowska  65 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego;nowe;2015-04-20;12233/15;3485/15;2015-07-09;2015;4;2015-04-01;59
1811;;;£ososiowicka  ;bud.o dwóch mieszkaniach;budowa domu jednorodzinnego o 2 lokalach mieszkalnych;nowe;2015-05-28;17351/15;3511/15;2015-07-10;2015;5;2015-05-01;32
1823;;;Krajobrazowa  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-03-17;8433/15;3529/15;2015-07-13;2015;3;2015-03-01;85
1842;;;Wiñska  ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków wielorodzinnych;nowe;2015-05-12;15055/15;3554/15;2015-07-14;2015;5;2015-05-01;46
1844;;;Swiniary,AM-18,dz.nr 5/2;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych jednorodzinnych w zabudowie bliŸniaczej wraz z niezbêdnymi urz¹dzeniami infrastruktury technicznej.;nowe;2015-05-15;15562/15;3558/15;2015-07-14;2015;5;2015-05-01;43
1857;;;Agrestowa 100D ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego, wolno stoj¹cego,z wbudowanym gara¿em oraz wewnêtrzn¹ lini¹ zasilaj¹c¹.;nowe;2015-05-06;14304/15;3586/15;2015-07-14;2015;5;2015-05-01;50
1862;;;Piñska 7 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego, jednorodzinnego, dwulokalowego w zabudowie bliŸniaczej.;nowe;2015-05-18;15735/15;3598/15;2015-07-15;2015;5;2015-05-01;43
1903;;;Zagajnikowa  10 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-05-13;15234/15;3663/15;2015-07-17;2015;5;2015-05-01;48
1908;;;K³okoczycka  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wraz z gara¿em dwustanowiskowym;nowe;2015-05-06;14390/15;3681/15;2015-07-17;2015;5;2015-05-01;53
1920;;;Mieroszowska  29 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-04-24;12945/15;3699/15;2015-07-17;2015;4;2015-04-01;61
1921;;;Lechonia Jana 5 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-05-18;15764/15;3707/15;2015-07-17;2015;5;2015-05-01;45
1944;;;Kosmonautów 248 ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u dwóch budynków mieszkalnych wielorodzinnych/bud. a-1 bud. a-2/;nowe;2015-02-23;5451/15;3748/15;2015-07-21;2015;2;2015-02-01;107
1952;;;Miêdzyleska 3 ;bud.o trzech i wiêcej mieszkaniach;budowa dwóch zespo³ów zabudowy mieszkaniowej wielorodzinnej z gara¿ami podziemnymi;nowe;2015-05-12;14968/15;3758/15;2015-07-21;2015;5;2015-05-01;51
1959;;;Maleczyñskich Ewy i Karola 105 ;bud.mieszkalne jednorodzinne;budowa zespo³u budynków jednorodzinnych;nowe;2015-06-10;18884/15;3766/15;2015-07-21;2015;6;2015-06-01;30
1972;;;Kowieñska 47A ;bud.o trzech i wiêcej mieszkaniach; budowa budynku mieszkalnego wielorodzinnego;nowe;2015-05-22;16407/15;3795/15;2015-07-22;2015;5;2015-05-01;44
1994;;;Gorlicka 24 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego;nowe;2015-04-24;13028/15;3849/15;2015-07-24;2015;4;2015-04-01;66
2009;;;Têczowa  ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych;nowe;2014-10-24;34566/14;3878/15;2015-07-27;2014;10;2014-10-01;197
2010;;;Brylantowa  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-05-28;17333/15;3879/15;2015-07-27;2015;5;2015-05-01;43
2031;;;Krakowska  ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego z gara¿em;nowe;2015-06-05;18273/15;3917/15;2015-07-28;2015;6;2015-06-01;38
2118;;;£ukowska  42 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2015-06-26;20860/15;4109/15;2015-08-05;2015;6;2015-06-01;29
2134;;;Pirenejska  ;bud.mieszkalne jednorodzinne;budowa zespo³u oœmiu budynków mieszkalnych jednorodzinnych w zabudowie bli¿niaczej z gara¿em podziemnym;nowe;2015-06-24;20510/15;4134/15;2015-08-06;2015;6;2015-06-01;32
2135;;;W¹sowicza Józefa  18 ;bud.o dwóch mieszkaniach;budowa jednorodzinnego budynku mieszkalnego, wolno stoj¹cego.;nowe;2015-06-23;20304/15;4135/15;2015-08-06;2015;6;2015-06-01;33
2138;;;Osiniecka 66 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-06-03;18067/15;4141/15;2015-08-06;2015;6;2015-06-01;47
2144;;;Rymarska  ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych wielorodzinnych z gara¿em podziemnym;nowe;2015-06-29;21237/15;4151/15;2015-08-07;2015;6;2015-06-01;30
2163;;;  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego z gara¿em;nowe;2015-06-22;20194/15;4182/15;2015-08-07;2015;6;2015-06-01;35
2165;;;Krucza  64 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego z gara¿em podziemnym, zmiana sposobu u¿ytkowania istniej¹cej szko³y na bud.wielorodzin.z lokalami biurowo-us³ug.;nowe;2015-05-29;17593/15;4184/15;2015-08-07;2015;5;2015-05-01;51
2166;;;Klaczki Juliana 2 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-04-13;11479/15;4185/15;2015-08-07;2015;4;2015-04-01;85
2179;;;Cegielskiego Hipolita  ;bud.o dwóch mieszkaniach;budowa trzech budynków mieszkalnych jednorodzinnych dwulokalowych w zabudowie szeregowej;nowe;2015-07-10;22944/15;4203/15;2015-08-10;2015;7;2015-07-01;22
2183;;;Maœlicka  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-07-06;22076/15;4207/15;2015-08-10;2015;7;2015-07-01;26
2208;;;Brodzka  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-06-10;18705/15;4250/15;2015-08-12;2015;6;2015-06-01;46
2212;;;Podwórcowa 7-9 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego z us³ugami;nowe;2015-04-16;11991/15;4257/15;2015-08-12;2015;4;2015-04-01;85
2239;;;Stab³owicka  109 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-07-02;21762/15;4303/15;2015-08-17;2015;7;2015-07-01;33
2245;;;Nadolicka  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego z wbudowanym gara¿em;nowe;2015-06-24;20484/15;4312/15;2015-08-17;2015;6;2015-06-01;39
2257;;;Iracka  12 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego w zabudowie wolno stoj¹cej;nowe;2015-06-22;20233/15;4335/15;2015-08-18;2015;6;2015-06-01;42
2260;;;Ga³owska  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-05-29;17482/15;4342/15;2015-08-18;2015;5;2015-05-01;58
2276;;;Brahmsa Johannesa  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego oraz altany;nowe;2015-07-10;22921/15;4373/15;2015-08-19;2015;7;2015-07-01;29
2293;;;Tymiankowa  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-05-15;15528/15;4402/15;2015-08-20;2015;5;2015-05-01;70
2303;;;Kamieñskiego Henryka Micha³a 266 ;bud.mieszkalne jednorodzinne;budowa wolno stoj¹cego budynku mieszkalnego jednorodzinnego;nowe;2015-07-29;25036/15;4433/15;2015-08-21;2015;7;2015-07-01;18
2333;;;  ;bud.o trzech i wiêcej mieszkaniach;budynek mieszkalny wielorodzinny z us³ugami;nowe;2015-06-24;20528/15;4477/15;2015-08-25;2015;6;2015-06-01;45
2347;;;Haisiga Mariana  10 ;bud.o dwóch mieszkaniach;budowa jednorodzinnego budynku mieszkalnego wolno stoj¹cego;nowe;2015-07-31;25450/15;4505/15;2015-08-26;2015;7;2015-07-01;19
